STUDENT_ID,DET_Region,METRO/NON-METRO,EDUCATION SECTOR,LOCAL GOVERNMENT AREA,SEX,STUDY STRAND,SES_QUARTILE,SES quartile (student residence),Country_of_birth,LOTE SPOKEN AT HOME,DESTINATION,DESTINATION (including deferrals)
5339,North-Eastern Victoria,Metropolitan,Government,Whitehorse,M,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5340,North-Eastern Victoria,Metropolitan,Government,Whitehorse,F,VCE non-VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
5341,North-Eastern Victoria,Metropolitan,Government,Whitehorse,M,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5342,North-Eastern Victoria,Metropolitan,Government,Whitehorse,M,VCE non-VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
5343,North-Eastern Victoria,Metropolitan,Government,Whitehorse,F,VCE non-VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
5344,North-Eastern Victoria,Metropolitan,Government,Whitehorse,M,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5345,North-Eastern Victoria,Metropolitan,Government,Whitehorse,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5346,North-Eastern Victoria,Metropolitan,Government,Whitehorse,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5347,South-Western Victoria,Metropolitan,Adult,Melbourne,F,VCE non-VET,High,Highest,Australia,Yes,Bachelor degree,Bachelor degree
5348,South-Western Victoria,Metropolitan,Adult,Melbourne,M,VCE non-VET,High,Highest,Australia,Yes,Bachelor degree,Bachelor degree
5349,South-Western Victoria,Metropolitan,Adult,Melbourne,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5350,South-Western Victoria,Metropolitan,Adult,Melbourne,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5351,South-Western Victoria,Metropolitan,Adult,Maribyrnong,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
5352,North-Western Victoria,Metropolitan,Government,Darebin,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5353,North-Western Victoria,Metropolitan,Government,Darebin,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5354,North-Western Victoria,Non-Metropolitan,Government,Greater Bendigo,M,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5355,North-Western Victoria,Metropolitan,Government,Darebin,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5356,North-Eastern Victoria,Metropolitan,Independent,Boroondara,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5357,North-Western Victoria,Metropolitan,Government,Darebin,F,VCE non-VET,High,Highest,Australia,Yes,Bachelor degree,Bachelor degree
5358,North-Western Victoria,Metropolitan,Government,Darebin,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5359,South-Western Victoria,Non-Metropolitan,Independent,Greater Geelong,M,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5360,South-Eastern Victoria,Metropolitan,Government,Port Phillip,F,VCE non-VET,High,Highest,Australia,Yes,Bachelor degree,Bachelor degree
5361,South-Western Victoria,Metropolitan,Government,Melbourne,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5362,South-Western Victoria,Metropolitan,Government,Melbourne,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5363,South-Western Victoria,Metropolitan,Government,Melbourne,F,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
5364,South-Eastern Victoria,Metropolitan,Government,Stonnington,M,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5365,North-Eastern Victoria,Metropolitan,Independent,Boroondara,M,VCE non-VET,High,Highest,Australia,Yes,Bachelor degree,Bachelor degree
5366,South-Western Victoria,Metropolitan,Government,Melbourne,M,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
5367,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
5368,South-Eastern Victoria,Metropolitan,Catholic,Stonnington,F,VCE non-VET,Low - Medium,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
5369,South-Western Victoria,Non-Metropolitan,Catholic,Corangamite,F,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
5370,South-Western Victoria,Metropolitan,Government,Melbourne,F,VCE VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
5371,North-Western Victoria,Metropolitan,Government,Moreland,F,VCE non-VET,Lowest,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
5372,South-Eastern Victoria,Metropolitan,Adult,Greater Dandenong,M,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5373,South-Eastern Victoria,Metropolitan,Catholic,Cardinia,M,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5374,North-Western Victoria,Metropolitan,Government,Darebin,M,VCE non-VET,Lowest,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
5375,North-Eastern Victoria,Non-Metropolitan,Government,Alpine,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5376,North-Eastern Victoria,Metropolitan,Independent,Maroondah,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5377,North-Eastern Victoria,Metropolitan,Government,Boroondara,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5378,North-Eastern Victoria,Metropolitan,Government,Yarra Ranges,M,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5379,South-Eastern Victoria,Non-Metropolitan,Government,East Gippsland,F,VCE VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
5380,North-Eastern Victoria,Metropolitan,Government,Boroondara,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5381,South-Western Victoria,Metropolitan,Adult,Melbourne,M,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5382,North-Western Victoria,Metropolitan,Government,Darebin,M,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5383,South-Western Victoria,Metropolitan,Independent,Melbourne,F,IB,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5384,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Lowest,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
5385,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5386,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5387,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5388,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5389,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5390,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,Yes,Bachelor degree,Bachelor degree
5391,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5392,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Lowest,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
5393,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
5394,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
5395,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5396,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5397,South-Western Victoria,Metropolitan,Government,Maribyrnong,F,VCE non-VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
5398,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5399,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5400,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5401,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5402,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Low - Medium,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
5403,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5404,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
5405,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5406,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5407,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
5408,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
5409,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5410,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
5411,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5412,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Lowest,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
5413,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,Yes,Bachelor degree,Bachelor degree
5414,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5415,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
5416,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5417,South-Western Victoria,Metropolitan,Catholic,Melbourne,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5418,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5419,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,Yes,Bachelor degree,Bachelor degree
5420,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5421,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,Yes,Bachelor degree,Bachelor degree
5422,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5423,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Medium,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
5424,South-Western Victoria,Metropolitan,Government,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5425,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5426,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5427,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5428,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
5429,South-Western Victoria,Metropolitan,Independent,Moonee Valley,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5430,North-Eastern Victoria,Metropolitan,Government,Monash,M,VCE non-VET,High,Highest,Australia,Yes,Bachelor degree,Bachelor degree
5431,North-Eastern Victoria,Metropolitan,Government,Monash,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5432,South-Eastern Victoria,Metropolitan,Independent,Port Phillip,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5433,South-Eastern Victoria,Metropolitan,Government,Frankston,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5434,South-Eastern Victoria,Metropolitan,Government,Bayside,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5435,South-Western Victoria,Non-Metropolitan,Independent,Ballarat,F,VCE non-VET,Low - Medium,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
5436,South-Western Victoria,Non-Metropolitan,Government,Moyne,M,VCE VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
5437,South-Western Victoria,Metropolitan,Adult,Melbourne,F,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5438,North-Western Victoria,Metropolitan,Government,Darebin,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5439,North-Western Victoria,Metropolitan,Government,Darebin,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5440,North-Eastern Victoria,Metropolitan,Independent,Knox,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5441,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5442,North-Western Victoria,Metropolitan,Government,Moreland,F,VCE non-VET,Lowest,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
5443,South-Eastern Victoria,Non-Metropolitan,Government,Latrobe,M,VCE VET,Lowest,Lowest,Australia,No,Bachelor degree,Bachelor degree
5444,North-Eastern Victoria,Metropolitan,Government,Boroondara,F,VCE non-VET,High,Highest,Australia,Yes,Bachelor degree,Bachelor degree
5445,South-Eastern Victoria,Metropolitan,Independent,Casey,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
5446,North-Western Victoria,Metropolitan,Government,Darebin,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5447,North-Western Victoria,Metropolitan,Government,Nillumbik,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5448,North-Western Victoria,Metropolitan,Government,Nillumbik,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5449,North-Western Victoria,Metropolitan,Government,Yarra,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5450,North-Western Victoria,Metropolitan,Catholic,Darebin,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
5451,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5452,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,M,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5453,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5454,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5455,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5456,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5457,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,F,VCE VET,Low - Medium,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
5458,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5459,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5460,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5461,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,F,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5462,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,M,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5463,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,M,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5464,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,M,VCE non-VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5465,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,M,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5466,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5467,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,M,VCE non-VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5468,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,F,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5469,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
5470,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,M,VCE VET,Medium,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
5471,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,F,VCE VET,High,Highest,Australia,No,Bachelor degree,Bachelor degree
